,Experiment_ID,Genome,tissue
21155,SRX1474454,hg19,gastric cancer line
21156,SRX1474455,hg19,gastric cancer line
21157,SRX1474456,hg19,gastric cancer line
21158,SRX1474457,hg19,gastric cancer line
21159,SRX1474458,hg19,gastric cancer line
21160,SRX1474459,hg19,gastric cancer line
21161,SRX1474460,hg19,gastric cancer line
21162,SRX1474461,hg19,gastric cancer line
21163,SRX1474462,hg19,gastric cancer line
21164,SRX1474463,hg19,gastric primary sample
21165,SRX1474464,hg19,gastric primary sample
21166,SRX1474465,hg19,gastric primary sample
21167,SRX1474466,hg19,gastric primary sample
21168,SRX1474467,hg19,gastric primary sample
21169,SRX1474468,hg19,gastric primary sample
21170,SRX1474469,hg19,gastric primary sample
21171,SRX1474470,hg19,gastric primary sample
21172,SRX1474471,hg19,gastric primary sample
21173,SRX1474472,hg19,gastric primary sample
21174,SRX1474473,hg19,gastric primary sample
21175,SRX1474474,hg19,gastric primary sample
21176,SRX1474475,hg19,gastric primary sample
21177,SRX1474476,hg19,gastric primary sample
21178,SRX1474477,hg19,gastric primary sample
21179,SRX1474478,hg19,gastric primary sample
21180,SRX1474479,hg19,gastric primary sample
21181,SRX1474480,hg19,gastric primary sample
21182,SRX1474481,hg19,gastric primary sample
21183,SRX1474482,hg19,gastric primary sample
21184,SRX1474483,hg19,gastric primary sample
21185,SRX1474484,hg19,gastric primary sample
21186,SRX1474485,hg19,gastric primary sample
21187,SRX1474486,hg19,gastric primary sample
21188,SRX1474487,hg19,gastric primary sample
21189,SRX1474488,hg19,gastric primary sample
21190,SRX1474489,hg19,gastric primary sample
21191,SRX1474490,hg19,gastric primary sample
21192,SRX1474491,hg19,gastric primary sample
21193,SRX1474492,hg19,gastric primary sample
21194,SRX1474493,hg19,gastric primary sample
21195,SRX1474494,hg19,gastric primary sample
21196,SRX1474495,hg19,gastric primary sample
21197,SRX1474496,hg19,gastric primary sample
21198,SRX1474497,hg19,gastric primary sample
21199,SRX1474498,hg19,gastric primary sample
21200,SRX1474499,hg19,gastric primary sample
21201,SRX1474500,hg19,gastric primary sample
21202,SRX1474501,hg19,gastric primary sample
21203,SRX1474502,hg19,gastric primary sample
21204,SRX1474503,hg19,gastric primary sample
21205,SRX1474504,hg19,gastric primary sample
21206,SRX1474505,hg19,gastric primary sample
21207,SRX1474506,hg19,gastric primary sample
21208,SRX1474507,hg19,gastric primary sample
21209,SRX1474508,hg19,gastric primary sample
21210,SRX1474509,hg19,gastric primary sample
21211,SRX1474510,hg19,gastric primary sample
21212,SRX1474511,hg19,gastric primary sample
21213,SRX1474512,hg19,gastric primary sample
21214,SRX1474513,hg19,gastric primary sample
21215,SRX1474514,hg19,gastric cancer line
21216,SRX1474515,hg19,gastric cancer line
21217,SRX1474516,hg19,gastric cancer line
21218,SRX1474517,hg19,gastric cancer line
21219,SRX1474518,hg19,gastric cancer line
21220,SRX1474519,hg19,gastric cancer line
21221,SRX1474520,hg19,gastric cancer line
21222,SRX1474521,hg19,gastric cancer line
21223,SRX1474522,hg19,gastric cancer line
21224,SRX1474523,hg19,gastric cancer line
21225,SRX1474524,hg19,gastric primary sample
21226,SRX1474525,hg19,gastric primary sample
21227,SRX1474526,hg19,gastric primary sample
21228,SRX1474527,hg19,gastric primary sample
21229,SRX1474528,hg19,gastric primary sample
21230,SRX1474529,hg19,gastric primary sample
21231,SRX1474530,hg19,gastric primary sample
21232,SRX1474531,hg19,gastric primary sample
21233,SRX1474532,hg19,gastric primary sample
21234,SRX1474533,hg19,gastric primary sample
21235,SRX1474534,hg19,gastric primary sample
21236,SRX1474535,hg19,gastric primary sample
21237,SRX1474536,hg19,gastric primary sample
21238,SRX1474537,hg19,gastric primary sample
21239,SRX1474538,hg19,gastric primary sample
21240,SRX1474539,hg19,gastric primary sample
21241,SRX1474540,hg19,gastric primary sample
21242,SRX1474541,hg19,gastric primary sample
21243,SRX1474542,hg19,gastric primary sample
21244,SRX1474543,hg19,gastric primary sample
21245,SRX1474544,hg19,gastric primary sample
21246,SRX1474545,hg19,gastric primary sample
21247,SRX1474546,hg19,gastric primary sample
21248,SRX1474547,hg19,gastric primary sample
21249,SRX1474548,hg19,gastric primary sample
21250,SRX1474549,hg19,gastric primary sample
21251,SRX1474550,hg19,gastric primary sample
21252,SRX1474551,hg19,gastric primary sample
21253,SRX1474552,hg19,gastric primary sample
21254,SRX1474553,hg19,gastric primary sample
21255,SRX1474554,hg19,gastric primary sample
21256,SRX1474555,hg19,gastric primary sample
21274,SRX1477569,hg19,cancer
21315,SRX1478532,hg19,renal cortex
21316,SRX1478533,hg19,renal cortex
21317,SRX1478534,hg19,renal cortex
21318,SRX1478535,hg19,renal cortex
21319,SRX1478536,hg19,renal cortex
21320,SRX1478537,hg19,renal cortex
21321,SRX1478538,hg19,renal cortex
21322,SRX1478539,hg19,renal cortex
21323,SRX1478540,hg19,renal cortex
21324,SRX1478541,hg19,renal cortex
21325,SRX1478542,hg19,renal cortex
21326,SRX1478543,hg19,renal cortex
21327,SRX1478544,hg19,renal cortex
21328,SRX1479173,hg19,cancer
21329,SRX1479174,hg19,cancer
21330,SRX1479175,hg19,cancer
21331,SRX1479176,hg19,cancer
21332,SRX1479177,hg19,cancer
21333,SRX1479178,hg19,cancer
21334,SRX1479179,hg19,cancer
21335,SRX1479180,hg19,cancer
21336,SRX1479181,hg19,cancer
21337,SRX1479423,hg19,cancer
21338,SRX1479424,hg19,cancer
21339,SRX1479425,hg19,cancer
21340,SRX1479426,hg19,cancer
21341,SRX1479427,hg19,cancer
21342,SRX1479428,hg19,cancer
21343,SRX1479429,hg19,cancer
21344,SRX1479430,hg19,cancer
21345,SRX1479431,hg19,cancer
21346,SRX1479432,hg19,cancer
21347,SRX1479433,hg19,cancer
21348,SRX1479434,hg19,cancer
21349,SRX1479435,hg19,cancer
21350,SRX1479436,hg19,cancer
21351,SRX1479437,hg19,cancer
21352,SRX1479438,hg19,cancer
21353,SRX1479439,hg19,cancer
21354,SRX1479440,hg19,cancer
21355,SRX1479441,hg19,cancer
21356,SRX1479442,hg19,cancer
21357,SRX1479443,hg19,cancer
21358,SRX1479444,hg19,cancer
21359,SRX1479445,hg19,cancer
21360,SRX1479446,hg19,cancer
21361,SRX1479447,hg19,cancer
21362,SRX1479448,hg19,cancer
21363,SRX1479449,hg19,cancer
21364,SRX1479450,hg19,cancer
21365,SRX1479456,hg19,cancer
21366,SRX1479457,hg19,cancer
21367,SRX1479458,hg19,cancer
21368,SRX1479459,hg19,cancer
21369,SRX1479460,hg19,cancer
21370,SRX1479461,hg19,cancer
21371,SRX1479462,hg19,cancer
21372,SRX1479463,hg19,cancer
21373,SRX1479464,hg19,cancer
21374,SRX1479465,hg19,cancer
21375,SRX1479466,hg19,cancer
21376,SRX1479467,hg19,cancer
21377,SRX1479468,hg19,cancer
21378,SRX1479469,hg19,cancer
21379,SRX1479470,hg19,cancer
21380,SRX1479472,hg19,cancer
21381,SRX1479473,hg19,cancer
21382,SRX1479474,hg19,cancer
21383,SRX1479475,hg19,cancer
21384,SRX1479476,hg19,cancer
21385,SRX1479477,hg19,cancer
21386,SRX1479478,hg19,cancer
21387,SRX1479479,hg19,cancer
21388,SRX1479480,hg19,cancer
21389,SRX1479481,hg19,cancer
21390,SRX1479482,hg19,cancer
21391,SRX1479483,hg19,cancer
21392,SRX1479484,hg19,cancer
21393,SRX1479485,hg19,cancer
21394,SRX1479486,hg19,cancer
21395,SRX1479487,hg19,cancer
21396,SRX1479488,hg19,cancer
21397,SRX1479489,hg19,cancer
21417,SRX1487533,hg19,missing
21418,SRX1487583,hg19,missing
21419,SRX1487587,hg19,missing
21420,SRX1487588,hg19,missing
21421,SRX1487591,hg19,missing
21422,SRX1487596,hg19,missing
21423,SRX1487597,hg19,missing
21424,SRX1487598,hg19,missing
21425,SRX1487599,hg19,missing
21426,SRX1487600,hg19,missing
21427,SRX1487616,hg19,missing
21428,SRX1487617,hg19,missing
21429,SRX1487621,hg19,missing
21430,SRX1487622,hg19,missing
21431,SRX1487623,hg19,missing
21432,SRX1487624,hg19,missing
21446,SRX1489433,hg19,breast
21447,SRX1489434,hg19,breast
21451,SRX1490480,hg19,caudate nucleus
21452,SRX1490481,hg19,precentral gyrus
21473,SRX1491493,hg19,gastric cancer line
21474,SRX1491494,hg19,gastric cancer line
21475,SRX1491495,hg19,gastric cancer line
21476,SRX1491496,hg19,gastric cancer line
21477,SRX1491497,hg19,gastric cancer line
21478,SRX1491498,hg19,gastric cancer line
21479,SRX1491499,hg19,gastric cancer line
21480,SRX1491500,hg19,gastric cancer line
21481,SRX1491501,hg19,gastric cancer line
21482,SRX1491502,hg19,gastric cancer line
21483,SRX1491503,hg19,gastric cancer line
21484,SRX1491504,hg19,gastric cancer line
21485,SRX1491505,hg19,gastric cancer line
21486,SRX1491506,hg19,gastric cancer line
21487,SRX1491507,hg19,gastric cancer line
21488,SRX1491508,hg19,gastric cancer line
21489,SRX1491509,hg19,gastric primary sample
21490,SRX1491510,hg19,gastric primary sample
21491,SRX1491511,hg19,gastric primary sample
21492,SRX1491512,hg19,gastric primary sample
21493,SRX1491513,hg19,gastric primary sample
21494,SRX1491514,hg19,gastric cancer line
21495,SRX1491515,hg19,gastric cancer line
21496,SRX1491516,hg19,gastric cancer line
21497,SRX1491517,hg19,gastric cancer line
21498,SRX1491518,hg19,gastric cancer line
21499,SRX1491519,hg19,gastric cancer line
21500,SRX1491520,hg19,gastric cancer line
21501,SRX1491521,hg19,gastric cancer line
21502,SRX1491522,hg19,gastric cancer line
21503,SRX1491523,hg19,gastric cancer line
21504,SRX1491524,hg19,gastric cancer line
21505,SRX1491525,hg19,gastric cancer line
21506,SRX1491526,hg19,gastric cancer line
21507,SRX1491527,hg19,gastric cancer line
21508,SRX1491528,hg19,gastric cancer line
21509,SRX1491529,hg19,gastric cancer line
21510,SRX1491530,hg19,gastric cancer line
21511,SRX1491531,hg19,gastric primary sample
21512,SRX1491532,hg19,gastric primary sample
21513,SRX1491533,hg19,gastric primary sample
21514,SRX1491534,hg19,gastric primary sample
21515,SRX1491535,hg19,gastric primary sample
21516,SRX1491536,hg19,gastric primary sample
21517,SRX1491537,hg19,gastric primary sample
21518,SRX1491538,hg19,gastric primary sample
21519,SRX1491539,hg19,gastric primary sample
21520,SRX1491540,hg19,gastric primary sample
21521,SRX1491541,hg19,gastric primary sample
21522,SRX1491542,hg19,gastric primary sample
21523,SRX1491543,hg19,gastric primary sample
21524,SRX1491544,hg19,gastric primary sample
21525,SRX1491545,hg19,gastric primary sample
21526,SRX1491546,hg19,gastric primary sample
21527,SRX1491547,hg19,gastric primary sample
21528,SRX1491548,hg19,gastric primary sample
21529,SRX1491549,hg19,gastric primary sample
21530,SRX1491550,hg19,gastric primary sample
21531,SRX1491551,hg19,gastric primary sample
21532,SRX1491552,hg19,gastric primary sample
21533,SRX1491553,hg19,gastric primary sample
21534,SRX1491554,hg19,gastric primary sample
21535,SRX1491555,hg19,gastric primary sample
21536,SRX1491556,hg19,gastric primary sample
21537,SRX1491557,hg19,gastric primary sample
21538,SRX1491558,hg19,gastric primary sample
21539,SRX1491559,hg19,gastric primary sample
21540,SRX1491560,hg19,gastric primary sample
21541,SRX1491561,hg19,gastric primary sample
21542,SRX1491562,hg19,gastric primary sample
21543,SRX1491563,hg19,gastric primary sample
21544,SRX1491564,hg19,gastric primary sample
21545,SRX1491565,hg19,gastric primary sample
21546,SRX1491566,hg19,gastric primary sample
21547,SRX1491567,hg19,gastric primary sample
21548,SRX1491568,hg19,gastric primary sample
21549,SRX1491569,hg19,gastric primary sample
21550,SRX1491570,hg19,gastric primary sample
21551,SRX1491571,hg19,gastric primary sample
21552,SRX1491572,hg19,gastric primary sample
21553,SRX1491573,hg19,gastric primary sample
21554,SRX1491574,hg19,gastric primary sample
21555,SRX1491575,hg19,gastric primary sample
21556,SRX1491576,hg19,gastric primary sample
21557,SRX1491577,hg19,gastric primary sample
21558,SRX1491578,hg19,gastric primary sample
21559,SRX1491579,hg19,gastric primary sample
21560,SRX1491580,hg19,gastric primary sample
21561,SRX1491581,hg19,gastric primary sample
21562,SRX1491582,hg19,gastric primary sample
21563,SRX1491583,hg19,gastric cancer line
21564,SRX1491584,hg19,gastric cancer line
21565,SRX1491585,hg19,gastric cancer line
21566,SRX1491586,hg19,gastric cancer line
21567,SRX1491587,hg19,gastric cancer line
21568,SRX1491588,hg19,gastric cancer line
21569,SRX1491589,hg19,gastric cancer line
21570,SRX1491590,hg19,gastric cancer line
21571,SRX1491591,hg19,gastric cancer line
21572,SRX1491592,hg19,gastric cancer line
21573,SRX1491593,hg19,gastric primary sample
21574,SRX1491594,hg19,gastric primary sample
21575,SRX1491595,hg19,gastric primary sample
21576,SRX1491596,hg19,gastric primary sample
21577,SRX1491597,hg19,gastric primary sample
21578,SRX1491598,hg19,gastric primary sample
21579,SRX1491599,hg19,gastric primary sample
21580,SRX1491600,hg19,gastric primary sample
21581,SRX1491601,hg19,gastric primary sample
21582,SRX1491602,hg19,gastric primary sample
21583,SRX1491603,hg19,gastric primary sample
21584,SRX1491604,hg19,gastric primary sample
21585,SRX1491605,hg19,gastric primary sample
21586,SRX1491606,hg19,gastric primary sample
21587,SRX1491607,hg19,gastric primary sample
21588,SRX1491608,hg19,gastric primary sample
21589,SRX1491609,hg19,gastric primary sample
21590,SRX1491610,hg19,gastric primary sample
21591,SRX1491611,hg19,gastric primary sample
21592,SRX1491612,hg19,gastric primary sample
21593,SRX1491613,hg19,gastric primary sample
21594,SRX1491614,hg19,gastric primary sample
21595,SRX1491615,hg19,gastric primary sample
21596,SRX1491616,hg19,gastric primary sample
21597,SRX1491617,hg19,gastric primary sample
21598,SRX1491618,hg19,gastric primary sample
21599,SRX1491619,hg19,gastric primary sample
21600,SRX1491620,hg19,gastric primary sample
21601,SRX1491621,hg19,gastric primary sample
21602,SRX1491622,hg19,gastric primary sample
21603,SRX1491623,hg19,gastric primary sample
21604,SRX1491624,hg19,gastric primary sample
22465,SRX1526575,hg19,prostate
22466,SRX1526576,hg19,prostate
22467,SRX1526577,hg19,prostate
22468,SRX1526578,hg19,prostate
22469,SRX1526579,hg19,prostate
22470,SRX1526580,hg19,prostate
22471,SRX1526581,hg19,prostate
22472,SRX1526582,hg19,prostate
22500,SRX1528475,hg19,gastric primary sample
22501,SRX1528476,hg19,gastric primary sample
22502,SRX1528477,hg19,gastric primary sample
22503,SRX1528478,hg19,gastric primary sample
22504,SRX1528479,hg19,gastric primary sample
22505,SRX1528480,hg19,gastric primary sample
22506,SRX1528481,hg19,gastric primary sample
22507,SRX1528482,hg19,gastric primary sample
22508,SRX1528483,hg19,gastric primary sample
22509,SRX1528484,hg19,gastric primary sample
22510,SRX1528485,hg19,gastric primary sample
22511,SRX1528486,hg19,gastric primary sample
22512,SRX1528487,hg19,gastric primary sample
22513,SRX1528488,hg19,gastric primary sample
22514,SRX1528489,hg19,gastric primary sample
22515,SRX1528490,hg19,gastric primary sample
22516,SRX1528491,hg19,gastric primary sample
22517,SRX1528492,hg19,gastric primary sample
22518,SRX1528493,hg19,gastric primary sample
22519,SRX1528494,hg19,gastric primary sample
22520,SRX1528495,hg19,gastric primary sample
22521,SRX1528496,hg19,gastric primary sample
22522,SRX1528497,hg19,gastric primary sample
22523,SRX1528498,hg19,gastric primary sample
22639,SRX1534074,hg19,haematopoietic and lymphoid
22640,SRX1534075,hg19,haematopoietic and lymphoid
22641,SRX1534076,hg19,haematopoietic and lymphoid
22642,SRX1534077,hg19,haematopoietic and lymphoid
22643,SRX1534078,hg19,haematopoietic and lymphoid
22644,SRX1534079,hg19,haematopoietic and lymphoid
22645,SRX1534080,hg19,haematopoietic and lymphoid
22646,SRX1534081,hg19,haematopoietic and lymphoid
22899,SRX155906,hg19,cervix
22903,SRX1560876,hg19,gastric primary sample
22904,SRX1560877,hg19,gastric primary sample
22905,SRX1560878,hg19,gastric primary sample
22906,SRX1560879,hg19,gastric primary sample
22907,SRX1560880,hg19,gastric primary sample
22908,SRX1560881,hg19,gastric primary sample
22909,SRX1560882,hg19,gastric primary sample
22910,SRX1560883,hg19,gastric primary sample
22911,SRX1560884,hg19,gastric primary sample
22912,SRX1560885,hg19,gastric primary sample
22913,SRX1560886,hg19,gastric primary sample
22937,SRX1563509,hg19,uterine cervix
22938,SRX1563510,hg19,uterine cervix
22939,SRX1563511,hg19,uterine cervix
22940,SRX1563512,hg19,uterine cervix
22941,SRX1563513,hg19,uterine cervix
22942,SRX1563514,hg19,uterine cervix
22943,SRX1568592,hg19,normal colon crypt
22944,SRX1568593,hg19,normal colon crypt
22945,SRX1568594,hg19,normal colon crypt
22946,SRX1568595,hg19,colorectal cancer cell line
22947,SRX1568596,hg19,colorectal cancer cell line
22948,SRX1568597,hg19,colorectal cancer cell line
22949,SRX1568598,hg19,normal colon crypt
22950,SRX1568599,hg19,normal colon crypt
22951,SRX1568600,hg19,normal colon crypt
22952,SRX1568601,hg19,normal colon crypt
22953,SRX1568602,hg19,colorectal cancer cell line
22954,SRX1568603,hg19,colorectal cancer cell line
22955,SRX1568604,hg19,colorectal cancer cell line
22956,SRX1568605,hg19,colorectal cancer cell line
22957,SRX1568606,hg19,colorectal cancer cell line
22958,SRX1568607,hg19,colorectal cancer cell line
22959,SRX1568608,hg19,colorectal cancer cell line
22960,SRX1568609,hg19,colorectal cancer cell line
22961,SRX1568610,hg19,colorectal cancer cell line
22962,SRX1568611,hg19,colorectal cancer cell line
22963,SRX1568612,hg19,colorectal cancer cell line
22964,SRX1568613,hg19,colorectal cancer cell line
22965,SRX1568614,hg19,colorectal cancer cell line
22966,SRX1568615,hg19,colorectal cancer cell line
22967,SRX1568616,hg19,colorectal cancer cell line
22968,SRX1568617,hg19,colorectal cancer cell line
22969,SRX1568618,hg19,colorectal cancer cell line
22970,SRX1568619,hg19,colorectal cancer cell line
22971,SRX1568620,hg19,colorectal cancer cell line
22972,SRX1568621,hg19,colorectal cancer cell line
22973,SRX1568622,hg19,colorectal cancer cell line
22974,SRX1568623,hg19,colorectal cancer cell line
22975,SRX1568624,hg19,colorectal cancer cell line
22976,SRX1568625,hg19,colorectal cancer cell line
22977,SRX1568626,hg19,colorectal cancer cell line
22978,SRX1568627,hg19,colorectal cancer cell line
22979,SRX1568628,hg19,colorectal cancer cell line
22980,SRX1568629,hg19,colorectal cancer cell line
22981,SRX1568630,hg19,primary colorectal cancer tumor
22982,SRX1568631,hg19,primary colorectal cancer tumor
22983,SRX1568632,hg19,primary colorectal cancer tumor
22984,SRX1568633,hg19,primary colorectal cancer tumor
22985,SRX1568634,hg19,normal colon crypt
22986,SRX1568635,hg19,colorectal cancer cell line
22987,SRX1568636,hg19,normal colon crypt
22988,SRX1568637,hg19,normal colon crypt
22989,SRX1568638,hg19,normal colon crypt
22990,SRX1568639,hg19,normal colon crypt
22991,SRX1568640,hg19,colorectal cancer cell line
22992,SRX1568641,hg19,colorectal cancer cell line
22993,SRX1568642,hg19,colorectal cancer cell line
22994,SRX1568643,hg19,colorectal cancer cell line
22995,SRX1568644,hg19,colorectal cancer cell line
22996,SRX1568645,hg19,colorectal cancer cell line
22997,SRX1568646,hg19,colorectal cancer cell line
22998,SRX1568647,hg19,colorectal cancer cell line
22999,SRX1568648,hg19,colorectal cancer cell line
23000,SRX1568649,hg19,colorectal cancer cell line
23001,SRX1568650,hg19,colorectal cancer cell line
23002,SRX1568651,hg19,colorectal cancer cell line
23003,SRX1568652,hg19,colorectal cancer cell line
23004,SRX1568653,hg19,colorectal cancer cell line
23005,SRX1568654,hg19,colorectal cancer cell line
23006,SRX1568655,hg19,colorectal cancer cell line
23007,SRX1568656,hg19,colorectal cancer cell line
23008,SRX1568657,hg19,colorectal cancer cell line
23009,SRX1568658,hg19,colorectal cancer cell line
23010,SRX1568659,hg19,colorectal cancer cell line
23011,SRX1568660,hg19,colorectal cancer cell line
23012,SRX1568661,hg19,colorectal cancer cell line
23013,SRX1568662,hg19,colorectal cancer cell line
23014,SRX1568663,hg19,colorectal cancer cell line
23015,SRX1568664,hg19,colorectal cancer cell line
23016,SRX1568665,hg19,colorectal cancer cell line
23017,SRX1568666,hg19,colorectal cancer cell line
23018,SRX1568667,hg19,primary colorectal cancer tumor
23019,SRX1568668,hg19,primary colorectal cancer tumor
23020,SRX1568669,hg19,primary colorectal cancer tumor
23021,SRX1568670,hg19,primary colorectal cancer tumor
23022,SRX1568671,hg19,normal colon crypt
23023,SRX1568672,hg19,normal colon crypt
23024,SRX1568673,hg19,normal colon crypt
23025,SRX1568674,hg19,normal colon crypt
23026,SRX1568675,hg19,colorectal cancer cell line
23027,SRX1568676,hg19,colorectal cancer cell line
23028,SRX1568677,hg19,colorectal cancer cell line
23029,SRX1568678,hg19,colorectal cancer cell line
23030,SRX1568679,hg19,colorectal cancer cell line
23031,SRX1568680,hg19,colorectal cancer cell line
23032,SRX1568681,hg19,colorectal cancer cell line
23033,SRX1568682,hg19,colorectal cancer cell line
23034,SRX1568683,hg19,colorectal cancer cell line
23035,SRX1568684,hg19,colorectal cancer cell line
23036,SRX1568685,hg19,colorectal cancer cell line
23037,SRX1568686,hg19,colorectal cancer cell line
23038,SRX1568687,hg19,colorectal cancer cell line
23039,SRX1568688,hg19,colorectal cancer cell line
