,Experiment_ID,Genome,cell line
13341,SRX017902,hg19,gm18526
13342,SRX017903,hg19,gm18526
13343,SRX017904,hg19,gm18526
13344,SRX017905,hg19,gm12878
13345,SRX017906,hg19,gm12878
13346,SRX017907,hg19,gm12878
13347,SRX017908,hg19,gm12878
13348,SRX017909,hg19,gm12878
13349,SRX017910,hg19,gm12878
13350,SRX017911,hg19,gm12891
13351,SRX017912,hg19,gm12891
13352,SRX017913,hg19,gm12891
13353,SRX017914,hg19,gm12891
13354,SRX017915,hg19,gm12891
13355,SRX017938,hg19,gm19193
13356,SRX017939,hg19,gm19193
13357,SRX017940,hg19,gm19193
13358,SRX017941,hg19,gm19193
13359,SRX017942,hg19,gm19193
13360,SRX017943,hg19,gm19193
13361,SRX017944,hg19,gm18505
13362,SRX017945,hg19,gm18505
13363,SRX017946,hg19,gm18505
13364,SRX017947,hg19,gm18505
13365,SRX017948,hg19,gm18505
13366,SRX017949,hg19,gm18505
13367,SRX017950,hg19,gm19099
13368,SRX017951,hg19,gm19099
13369,SRX017952,hg19,gm19099
13370,SRX017953,hg19,gm19099
13371,SRX017954,hg19,gm19099
13372,SRX017955,hg19,gm15510
13373,SRX017956,hg19,gm15510
13374,SRX017957,hg19,gm15510
13375,SRX017958,hg19,gm15510
13376,SRX017959,hg19,gm15510
13377,SRX017960,hg19,gm12892
13378,SRX017961,hg19,gm12892
13379,SRX017962,hg19,gm12892
13380,SRX017963,hg19,gm12892
13381,SRX017964,hg19,gm12892
13382,SRX017965,hg19,gm10847
13383,SRX017966,hg19,gm10847
13384,SRX017967,hg19,gm10847
13385,SRX017968,hg19,gm10847
13386,SRX017969,hg19,gm10847
13387,SRX017970,hg19,gm10847
13388,SRX017971,hg19,gm18951
13389,SRX017972,hg19,gm18951
13390,SRX017973,hg19,gm18951
13391,SRX017974,hg19,gm18951
13392,SRX017975,hg19,gm18951
13393,SRX017976,hg19,gm18951
13394,SRX017977,hg19,gm18526
13395,SRX017978,hg19,gm18526
13396,SRX017979,hg19,gm18526
13397,SRX017980,hg19,gm18526
13398,SRX017981,hg19,gm18526
13399,SRX017982,hg19,gm18526
13400,SRX017983,hg19,gm12878
13401,SRX017984,hg19,gm12878
13402,SRX017985,hg19,gm12878
13403,SRX017986,hg19,gm12878
13404,SRX017987,hg19,gm12878
13405,SRX017988,hg19,gm12878
13406,SRX017989,hg19,gm12878
13407,SRX017990,hg19,gm12878
13408,SRX017991,hg19,gm12878
13409,SRX017992,hg19,gm12891
13410,SRX017993,hg19,gm12891
13411,SRX017994,hg19,gm12891
13412,SRX017995,hg19,gm12891
13413,SRX017996,hg19,gm12891
13414,SRX017997,hg19,gm12891
13415,SRX017998,hg19,gm12891
13416,SRX017999,hg19,gm12891
13417,SRX018277,hg19,t98g
13418,SRX018278,hg19,t98g
13419,SRX018279,hg19,t98g
13420,SRX018280,hg19,t98g
13421,SRX018281,hg19,t98g
13422,SRX018282,hg19,t98g
13423,SRX018501,hg19,t24 bladder cancer cells
13424,SRX018502,hg19,t24 bladder cancer cells
13425,SRX018503,hg19,t24 bladder cancer cells
13426,SRX018504,hg19,t24 bladder cancer cells
13427,SRX018606,hg19,hela
13428,SRX018607,hg19,hela
13429,SRX018608,hg19,hela
13430,SRX018609,hg19,hela
13433,SRX018625,hg19,hepg2
13434,SRX018626,hg19,hepg2
13435,SRX018627,hg19,hepg2
13436,SRX018651,hg19,rd
13437,SRX018652,hg19,rd
13438,SRX018653,hg19,rh4
13439,SRX018654,hg19,rh4
13440,SRX018655,hg19,rd
13441,SRX018656,hg19,rh4
13442,SRX018657,hg19,rh4
13443,SRX018794,hg19,hes cell line wibr1
13444,SRX018795,hg19,hes cell line wibr2
13445,SRX018796,hg19,hes cell line wibr3
13446,SRX018797,hg19,hes cell line wibr1
13447,SRX018798,hg19,hes cell line wibr2
13448,SRX018799,hg19,hes cell line wibr3
13449,SRX018800,hg19,hes cell line wibr1
13450,SRX018801,hg19,hes cell line wibr2
13451,SRX018802,hg19,hes cell line wibr3
13452,SRX018803,hg19,hes cell line wibr1
13453,SRX018804,hg19,hes cell line wibr2
13454,SRX018805,hg19,hes cell line wibr3
13459,SRX018949,hg19,hela cells
13460,SRX018950,hg19,hela cells
13461,SRX018951,hg19,hela cells
13462,SRX018952,hg19,hela cells
13463,SRX018953,hg19,hela cells
13464,SRX018954,hg19,hela cells
13465,SRX018955,hg19,hela cells
13466,SRX018991,hg19,primary cells
13467,SRX018992,hg19,primary cells
13519,SRX019616,hg19,shef 4 cells
13520,SRX019617,hg19,shef 4 cells
13558,SRX019786,hg19,primary cells
13580,SRX019963,hg19,gm06990
13581,SRX019964,hg19,gm06990
13582,SRX020506,hg19,u2os
13583,SRX020507,hg19,u2os
13584,SRX020508,hg19,u2os
13585,SRX020509,hg19,u2os
13586,SRX020764,hg19,u2os
13587,SRX020765,hg19,u2os
13588,SRX020766,hg19,u2os
13589,SRX020767,hg19,u2os
13590,SRX020768,hg19,u2os
13591,SRX020769,hg19,u2os
13642,SRX022390,hg19,gm10855
13643,SRX022391,hg19,gm10855
13644,SRX022392,hg19,gm10855
13645,SRX022393,hg19,gm10855
13646,SRX022394,hg19,gm10861
13647,SRX022395,hg19,gm10861
13648,SRX022396,hg19,gm10861
13649,SRX022397,hg19,gm10861
13650,SRX022398,hg19,gm10855
13651,SRX022399,hg19,gm10861
13652,SRX022431,hg19,hela cells
13653,SRX022432,hg19,hela cells
13654,SRX022433,hg19,hela cells
13655,SRX022434,hg19,hela cells
13656,SRX022435,hg19,hela cells
13687,SRX022741,hg19,mcf7
13688,SRX022742,hg19,mcf7
13691,SRX023215,hg19,gist
13692,SRX023216,hg19,gist
13693,SRX023649,hg19,hela kyoto cell line
13694,SRX023650,hg19,hela kyoto cell line
13695,SRX023651,hg19,hela kyoto cell line
13696,SRX023652,hg19,hela kyoto cell line
13697,SRX023653,hg19,hela kyoto cell line
13698,SRX023654,hg19,hela kyoto cell line
13699,SRX023655,hg19,hela kyoto cell line
13700,SRX023656,hg19,hela kyoto cell line
13701,SRX023657,hg19,hela kyoto cell line
13702,SRX023658,hg19,hela kyoto cell line
13703,SRX023659,hg19,hela kyoto cell line
13704,SRX023660,hg19,hela kyoto cell line
13705,SRX023661,hg19,hela kyoto cell line
13706,SRX023662,hg19,hela kyoto cell line
13707,SRX023663,hg19,hela kyoto cell line
13708,SRX023664,hg19,hela kyoto cell line
13709,SRX023665,hg19,hela kyoto cell line
13710,SRX023666,hg19,hela kyoto cell line
13711,SRX023667,hg19,hela kyoto cell line
13712,SRX023668,hg19,hela kyoto cell line
13720,SRX026054,hg19,human fibroblast line gm
13721,SRX026055,hg19,hes line bg01
13722,SRX026056,hg19,hes line bg03
13723,SRX026057,hg19,hes line wibr1
13724,SRX026058,hg19,hes line wibr2
13725,SRX026059,hg19,hes line wibr3
13726,SRX026060,hg19,hes line wibr7
13727,SRX026061,hg19,hips line a1
13728,SRX026062,hg19,hips line a6
13729,SRX026063,hg19,hips line c1
13730,SRX026064,hg19,hips line 4
13731,SRX026065,hg19,hips line pdb1lox_17puro_5
13732,SRX026066,hg19,hips line pdb2lox_17
13733,SRX026067,hg19,hips line pdb1lox_21puro_26
13734,SRX026068,hg19,hips line pdb2lox_21
13735,SRX026069,hg19,human fibroblast line gm
13736,SRX026070,hg19,hes line bg01
13737,SRX026071,hg19,hes line bg03
13738,SRX026072,hg19,hes line wibr1
13739,SRX026073,hg19,hes line wibr2
13740,SRX026074,hg19,hes line wibr3
13741,SRX026075,hg19,hes line wibr7
13742,SRX026076,hg19,hips line a1
13743,SRX026077,hg19,hips line a6
13744,SRX026078,hg19,hips line c1
13745,SRX026079,hg19,hips line 4
13746,SRX026080,hg19,hips line pdb1lox_17puro_5
13747,SRX026081,hg19,hips line pdb2lox_17
13748,SRX026082,hg19,hips line pdb1lox_21puro_26
13749,SRX026083,hg19,hips line pdb2lox_21
13760,SRX026531,hg19,t47d breast cancer cells
13761,SRX026532,hg19,t47d breast cancer cells
13762,SRX026533,hg19,ishikawa breast cancer cells
13763,SRX026534,hg19,ishikawa breast cancer cells
13764,SRX026535,hg19,ecc1 breast cancer cells
13765,SRX026536,hg19,ecc1 breast cancer cells
13767,SRX026538,hg19,ishikawa breast cancer cells
13768,SRX026539,hg19,ecc1 breast cancer cells
13769,SRX026540,hg19,t47d breast cancer cells
13823,SRX026748,hg19,hela s3
13824,SRX026749,hg19,hela s3
13825,SRX026880,hg19,ln229 glioma cancer cells
13826,SRX026881,hg19,ln229 glioma cancer cells
13827,SRX026902,hg19,mcf7
13828,SRX026903,hg19,mcf7
13829,SRX026904,hg19,mcf7
13830,SRX026905,hg19,mcf7
13831,SRX026906,hg19,mcf7
13832,SRX026907,hg19,mcf7
13833,SRX026908,hg19,mcf7
13882,SRX027482,hg19,h9 esc
13883,SRX027483,hg19,h9 esc
13884,SRX027484,hg19,h9 esc
13885,SRX027485,hg19,h9 esc
13886,SRX027486,hg19,h9 esc
13887,SRX027487,hg19,h9 esc
13888,SRX027488,hg19,h9 esc
13889,SRX027489,hg19,h9 esc
13890,SRX027490,hg19,nec
13891,SRX027491,hg19,nec
13892,SRX027492,hg19,nec
13893,SRX027493,hg19,nec
13894,SRX027494,hg19,nec
13895,SRX027495,hg19,nec
13936,SRX027902,hg19,hela b2
13937,SRX027903,hg19,hela b2
13938,SRX027904,hg19,hela b2
13939,SRX027905,hg19,hela b2
13940,SRX027906,hg19,hela b2
13941,SRX027907,hg19,hela b2
13942,SRX027908,hg19,hela b2
13943,SRX027909,hg19,hela b2
13944,SRX027910,hg19,hela b2
13945,SRX027911,hg19,hela b2
13946,SRX027912,hg19,hela b2
13947,SRX027913,hg19,hela b2
13948,SRX027914,hg19,hela b2
13949,SRX027915,hg19,hela b2
13950,SRX027916,hg19,hela b2
13951,SRX027917,hg19,hela b2
13952,SRX027918,hg19,hela b2
13953,SRX027919,hg19,hela b2
13954,SRX027920,hg19,hela b2
13955,SRX027921,hg19,hela b2
13956,SRX028581,hg19,k562
13957,SRX028582,hg19,k562
13958,SRX028583,hg19,hepg2
13959,SRX028584,hg19,hepg2
13960,SRX028585,hg19,helas3
13961,SRX028586,hg19,helas3
13962,SRX028587,hg19,gm12878
13963,SRX028588,hg19,gm12878
13964,SRX028589,hg19,k562
13965,SRX028590,hg19,k562
13966,SRX028591,hg19,k562
13967,SRX028592,hg19,k562
13968,SRX028593,hg19,k562
13969,SRX028594,hg19,k562
13974,SRX028636,hg19,k562
13975,SRX028637,hg19,k562
13976,SRX028638,hg19,hepg2
13977,SRX028639,hg19,hepg2
13978,SRX028640,hg19,gm12878
13979,SRX028641,hg19,gm12878
13985,SRX028647,hg19,k562
13986,SRX028648,hg19,k562
13987,SRX028649,hg19,k562
13988,SRX028650,hg19,k562
13989,SRX029079,hg19,cmk
13990,SRX029080,hg19,cmk
13991,SRX029081,hg19,cmk
13992,SRX029082,hg19,k562
13993,SRX029083,hg19,k562
13994,SRX029084,hg19,k562
13995,SRX029085,hg19,k562
13996,SRX029086,hg19,k562
13997,SRX029087,hg19,k562
13998,SRX029088,hg19,k562
13999,SRX029089,hg19,k562
14000,SRX029090,hg19,k562
14033,SRX031223,hg19,gm18507
14034,SRX031224,hg19,h1
14035,SRX031225,hg19,helas3
14036,SRX031226,hg19,huvec
14037,SRX031227,hg19,k562
14038,SRX031228,hg19,nhek
14039,SRX031244,hg19,h1
14040,SRX031245,hg19,helas3
14041,SRX031246,hg19,huvec
14042,SRX031247,hg19,k562
14043,SRX031248,hg19,nhek
14100,SRX033327,hg19,jurkat
14101,SRX033328,hg19,jurkat
14102,SRX033329,hg19,jurkat
14103,SRX035158,hg19,h9 hesc
14104,SRX035159,hg19,h9 hesc
14105,SRX035160,hg19,jurl_mk1
14106,SRX035161,hg19,jurl_mk1
14136,SRX037077,hg19,nccit
14137,SRX037080,hg19,nccit
14138,SRX037081,hg19,nccit
14139,SRX037082,hg19,nccit
14140,SRX037083,hg19,nccit
14141,SRX037084,hg19,nccit
14142,SRX037085,hg19,nccit
14143,SRX037086,hg19,nccit
14156,SRX037416,hg19,k562
14157,SRX037417,hg19,k562
14158,SRX037418,hg19,k562
14159,SRX037419,hg19,k562
14181,SRX038504,hg19,gm12878
14182,SRX038505,hg19,gm12878
14183,SRX038506,hg19,gm12878
14184,SRX038507,hg19,gm12878
14185,SRX038508,hg19,gm12878
14186,SRX038509,hg19,gm12878
14187,SRX038510,hg19,gm12878
14188,SRX038511,hg19,gm12878
14189,SRX038512,hg19,gm12878
14190,SRX038513,hg19,gm12878
14191,SRX038514,hg19,gm12878
14192,SRX038515,hg19,gm12878
14193,SRX038516,hg19,gm12878
14194,SRX038517,hg19,gm12878
14195,SRX038518,hg19,gm12878
14196,SRX038519,hg19,gm12878
14197,SRX038520,hg19,gm12878
14198,SRX038521,hg19,gm12878
14199,SRX038522,hg19,gm12878
14200,SRX038523,hg19,gm12878
14201,SRX038524,hg19,h1
14202,SRX038525,hg19,h1
14203,SRX038526,hg19,h1
14204,SRX038527,hg19,h1
14205,SRX038528,hg19,h1
14206,SRX038529,hg19,h1
14207,SRX038530,hg19,h1
14208,SRX038531,hg19,h1
14209,SRX038532,hg19,h1
14210,SRX038533,hg19,h1
14211,SRX038534,hg19,h1
14212,SRX038535,hg19,h1
14213,SRX038536,hg19,h1
14214,SRX038537,hg19,h1
14215,SRX038538,hg19,h1
14216,SRX038539,hg19,h1
14217,SRX038540,hg19,h1
14218,SRX038541,hg19,h1
14219,SRX038542,hg19,h1
14220,SRX038543,hg19,hepg2
14221,SRX038544,hg19,hepg2
14222,SRX038545,hg19,hepg2
14223,SRX038546,hg19,hepg2
14224,SRX038547,hg19,hepg2
14225,SRX038548,hg19,hepg2
14226,SRX038549,hg19,hepg2
14227,SRX038550,hg19,hepg2
14228,SRX038551,hg19,hepg2
14229,SRX038552,hg19,hepg2
14230,SRX038553,hg19,hepg2
14231,SRX038554,hg19,hepg2
14232,SRX038555,hg19,hepg2
14233,SRX038556,hg19,hepg2
14234,SRX038557,hg19,hepg2
14235,SRX038558,hg19,hepg2
14236,SRX038559,hg19,hepg2
14237,SRX038560,hg19,hepg2
14238,SRX038561,hg19,hepg2
14239,SRX038562,hg19,hmec
14240,SRX038563,hg19,hmec
14241,SRX038564,hg19,hmec
14242,SRX038565,hg19,hmec
14243,SRX038566,hg19,hmec
14244,SRX038567,hg19,hmec
14245,SRX038568,hg19,hmec
14246,SRX038569,hg19,hmec
14247,SRX038570,hg19,hmec
14248,SRX038571,hg19,hmec
14249,SRX038572,hg19,hmec
14250,SRX038573,hg19,hmec
14251,SRX038574,hg19,hmec
14252,SRX038575,hg19,hmec
14253,SRX038576,hg19,hmec
14254,SRX038577,hg19,hmec
14255,SRX038578,hg19,hmec
14256,SRX038579,hg19,hmec
14257,SRX038580,hg19,hmec
14258,SRX038581,hg19,hmec
14259,SRX038582,hg19,hsmm
14260,SRX038583,hg19,hsmm
14261,SRX038584,hg19,hsmm
14262,SRX038585,hg19,hsmm
14263,SRX038586,hg19,hsmm
14264,SRX038587,hg19,hsmm
14265,SRX038588,hg19,hsmm
14266,SRX038589,hg19,hsmm
14267,SRX038590,hg19,hsmm
14268,SRX038591,hg19,hsmm
14269,SRX038592,hg19,hsmm
14270,SRX038593,hg19,hsmm
14271,SRX038594,hg19,hsmm
14272,SRX038595,hg19,hsmm
14273,SRX038596,hg19,hsmm
14274,SRX038597,hg19,hsmm
14275,SRX038598,hg19,hsmm
14276,SRX038599,hg19,hsmm
14277,SRX038600,hg19,hsmm
14278,SRX038601,hg19,hsmm
14279,SRX038602,hg19,huvec
14280,SRX038603,hg19,huvec
14281,SRX038604,hg19,huvec
14282,SRX038605,hg19,huvec
14283,SRX038606,hg19,huvec
14284,SRX038607,hg19,huvec
14285,SRX038608,hg19,huvec
14286,SRX038609,hg19,huvec
14287,SRX038610,hg19,huvec
14288,SRX038611,hg19,huvec
14289,SRX038612,hg19,huvec
14290,SRX038613,hg19,huvec
14291,SRX038614,hg19,huvec
14292,SRX038615,hg19,huvec
14293,SRX038616,hg19,huvec
14294,SRX038617,hg19,huvec
14295,SRX038618,hg19,huvec
14296,SRX038619,hg19,huvec
14297,SRX038620,hg19,huvec
14298,SRX038621,hg19,huvec
14299,SRX038622,hg19,k562
14300,SRX038623,hg19,k562
14301,SRX038624,hg19,k562
14302,SRX038625,hg19,k562
14303,SRX038626,hg19,k562
14304,SRX038627,hg19,k562
14305,SRX038628,hg19,k562
14306,SRX038629,hg19,k562
14307,SRX038630,hg19,k562
14308,SRX038631,hg19,k562
14309,SRX038632,hg19,k562
14310,SRX038633,hg19,k562
14311,SRX038634,hg19,k562
14312,SRX038635,hg19,k562
14313,SRX038636,hg19,k562
14314,SRX038637,hg19,k562
14315,SRX038638,hg19,k562
14316,SRX038639,hg19,k562
14317,SRX038640,hg19,k562
14318,SRX038641,hg19,k562
14319,SRX038642,hg19,k562
14320,SRX038643,hg19,k562
14321,SRX038644,hg19,nhek
14322,SRX038645,hg19,nhek
14323,SRX038646,hg19,nhek
14324,SRX038647,hg19,nhek
14325,SRX038648,hg19,nhek
14326,SRX038649,hg19,nhek
14327,SRX038650,hg19,nhek
14328,SRX038651,hg19,nhek
14329,SRX038652,hg19,nhek
14330,SRX038653,hg19,nhek
14331,SRX038654,hg19,nhek
14332,SRX038655,hg19,nhek
14333,SRX038656,hg19,nhek
14334,SRX038657,hg19,nhek
14335,SRX038658,hg19,nhek
14336,SRX038659,hg19,nhek
14337,SRX038660,hg19,nhek
14338,SRX038661,hg19,nhek
14339,SRX038662,hg19,nhek
14340,SRX038663,hg19,nhek
14341,SRX038664,hg19,nhlf
14342,SRX038665,hg19,nhlf
14343,SRX038666,hg19,nhlf
14344,SRX038667,hg19,nhlf
14345,SRX038668,hg19,nhlf
14346,SRX038669,hg19,nhlf
14347,SRX038670,hg19,nhlf
14348,SRX038671,hg19,nhlf
14349,SRX038672,hg19,nhlf
14350,SRX038673,hg19,nhlf
14351,SRX038674,hg19,nhlf
14352,SRX038675,hg19,nhlf
14353,SRX038676,hg19,nhlf
14354,SRX038677,hg19,nhlf
14355,SRX038678,hg19,nhlf
14356,SRX038679,hg19,nhlf
14357,SRX038680,hg19,nhlf
14358,SRX038681,hg19,nhlf
14359,SRX038682,hg19,nhlf
14360,SRX038683,hg19,nhlf
14377,SRX038777,hg19,nccit
14378,SRX038778,hg19,nccit
14492,SRX040558,hg19,hela cell line
14493,SRX040559,hg19,hela cell line
14494,SRX040560,hg19,hela cell line
14495,SRX040561,hg19,hela cell line
14496,SRX040562,hg19,hela cell line
14497,SRX040563,hg19,hela cell line
14498,SRX040572,hg19,h1
14499,SRX040573,hg19,h1
14500,SRX040574,hg19,imr90
14501,SRX040575,hg19,imr90
14563,SRX047069,hg19,lncap
14564,SRX047070,hg19,lncap
14565,SRX047071,hg19,lncap
14566,SRX047072,hg19,lncap
14567,SRX047073,hg19,lncap
14568,SRX047074,hg19,lncap
14569,SRX047075,hg19,lncap
14570,SRX047076,hg19,lncap
14571,SRX047077,hg19,lncap
14572,SRX047078,hg19,lncap
14573,SRX047079,hg19,lncap
14574,SRX047080,hg19,lncap
14575,SRX047081,hg19,lncap
14576,SRX047082,hg19,lncap
14577,SRX047083,hg19,lncap
14578,SRX047084,hg19,lncap
14579,SRX047085,hg19,lncap
14580,SRX050591,hg19,h1
14581,SRX050592,hg19,h1
14649,SRX055303,hg19,u937
14650,SRX055304,hg19,u937
14651,SRX055305,hg19,u937
14652,SRX055306,hg19,u937
14653,SRX055307,hg19,u937
14654,SRX055308,hg19,mcf7
14655,SRX055309,hg19,mcf7
14656,SRX055310,hg19,mcf7
14657,SRX055311,hg19,mcf7
14658,SRX055312,hg19,mcf7
14659,SRX055313,hg19,mcf7
14660,SRX055346,hg19,hct116
14661,SRX055347,hg19,hct116
14662,SRX055348,hg19,hct116
14663,SRX055353,hg19,hct116
14664,SRX055354,hg19,hct116
14665,SRX055355,hg19,hct116
14666,SRX055356,hg19,hct116
14740,SRX059702,hg19,vcap
14741,SRX059703,hg19,vcap
14742,SRX059704,hg19,vcap
14743,SRX059705,hg19,vcap
14744,SRX059706,hg19,vcap
14745,SRX059707,hg19,vcap
14746,SRX059708,hg19,vcap
14747,SRX059709,hg19,vcap
14748,SRX059710,hg19,vcap
14749,SRX059711,hg19,vcap
14750,SRX059712,hg19,vcap
14751,SRX059713,hg19,vcap
14752,SRX059714,hg19,vcap
14753,SRX059715,hg19,vcap
14754,SRX059716,hg19,vcap
14760,SRX061987,hg19,hcc1954
14761,SRX061988,hg19,hcc1954
14762,SRX061990,hg19,hcc1954
14763,SRX061991,hg19,hcc1954
14764,SRX061993,hg19,hcc1954
14765,SRX061995,hg19,hcc1954
14766,SRX061996,hg19,hcc1954
14797,SRX063287,hg19,kms11
14798,SRX063288,hg19,kms11
14799,SRX063289,hg19,kms11
14800,SRX063290,hg19,tko2
14801,SRX063291,hg19,tko2
14802,SRX063292,hg19,tko2
14813,SRX064480,hg19,h9
14814,SRX064481,hg19,h9
14815,SRX064482,hg19,h9
14816,SRX064483,hg19,h9
14817,SRX064484,hg19,h9
14818,SRX064485,hg19,h9
14819,SRX064486,hg19,h9
14820,SRX064487,hg19,h9
14821,SRX064488,hg19,h9
14822,SRX064489,hg19,h9
14823,SRX064490,hg19,h9
14824,SRX064491,hg19,h9
14825,SRX064492,hg19,h9
14826,SRX064493,hg19,h9
14827,SRX064494,hg19,h9
14828,SRX064495,hg19,h9
14829,SRX064496,hg19,h9
14830,SRX064497,hg19,h9
14831,SRX065541,hg19,hek293
14832,SRX065542,hg19,hek293
14833,SRX065543,hg19,hek293
14834,SRX065544,hg19,hek293
14835,SRX065545,hg19,hek293
14836,SRX065546,hg19,hek293
14837,SRX065547,hg19,hek293
14838,SRX065548,hg19,hek293
14839,SRX065549,hg19,hek293
14840,SRX065550,hg19,hek293
14841,SRX065551,hg19,hek293
14842,SRX065552,hg19,hek293
14843,SRX065553,hg19,hek293
14844,SRX065554,hg19,u2os
14845,SRX065555,hg19,u2os
14846,SRX065556,hg19,u2os
14847,SRX065557,hg19,u2os
15153,SRX070881,hg19,cutll1
15154,SRX070882,hg19,cutll1
15155,SRX070883,hg19,cutll1
15156,SRX070884,hg19,cutll1
15157,SRX070885,hg19,cutll1
15158,SRX070886,hg19,cutll1
15159,SRX070887,hg19,cutll1
15160,SRX070888,hg19,cutll1
15161,SRX070889,hg19,cutll1
15162,SRX070890,hg19,cutll1
15173,SRX080033,hg19,nb4
15174,SRX080034,hg19,nb4
15175,SRX080035,hg19,nb4
15176,SRX080036,hg19,nb4
15177,SRX080037,hg19,nb4
15178,SRX080038,hg19,nb4
15179,SRX080039,hg19,nb4
15180,SRX080040,hg19,nb4
15181,SRX080041,hg19,nb4
15182,SRX080042,hg19,nb4
15185,SRX080045,hg19,nb4
15186,SRX080046,hg19,nb4
15187,SRX080047,hg19,nb4
15188,SRX080048,hg19,nb4
15189,SRX080049,hg19,nb4
15190,SRX080050,hg19,nb4
15191,SRX080111,hg19,gm12878
15192,SRX080112,hg19,gm12878
15193,SRX080113,hg19,gm12878
15194,SRX080114,hg19,h1_es
15195,SRX080115,hg19,h1_es
15196,SRX080116,hg19,helas3
15197,SRX080117,hg19,helas3
15198,SRX080118,hg19,hepg2
15199,SRX080119,hg19,hepg2
15200,SRX080120,hg19,hepg2
15201,SRX080121,hg19,huvec
15202,SRX080122,hg19,huvec
15203,SRX080123,hg19,k562
15204,SRX080124,hg19,k562
15205,SRX080125,hg19,nhek
15206,SRX080126,hg19,nhek
15207,SRX080127,hg19,hepg2
15208,SRX080128,hg19,hepg2
15209,SRX080129,hg19,hepg2
15210,SRX080130,hg19,gm12878
15211,SRX080131,hg19,gm12878
15212,SRX080132,hg19,gm12878
15213,SRX080133,hg19,gm12878
15214,SRX080134,hg19,gm12878
15215,SRX080135,hg19,h1_es
15216,SRX080136,hg19,h1_es
15217,SRX080137,hg19,helas3
15218,SRX080138,hg19,helas3
15219,SRX080139,hg19,helas3
15220,SRX080140,hg19,helas3
15221,SRX080141,hg19,helas3
15222,SRX080142,hg19,hepg2
15223,SRX080143,hg19,hepg2
15224,SRX080144,hg19,hepg2
15225,SRX080145,hg19,hepg2
15226,SRX080146,hg19,hepg2
15227,SRX080147,hg19,hepg2
15228,SRX080148,hg19,hepg2
15229,SRX080149,hg19,hepg2
15230,SRX080150,hg19,hepg2
15231,SRX080151,hg19,huvec
15232,SRX080152,hg19,huvec
15233,SRX080153,hg19,huvec
15234,SRX080154,hg19,huvec
15235,SRX080155,hg19,k562
15236,SRX080156,hg19,k562
15237,SRX080157,hg19,k562
15238,SRX080158,hg19,k562
15239,SRX080159,hg19,k562
15240,SRX080160,hg19,k562
15241,SRX080161,hg19,nhek
15242,SRX080162,hg19,nhek
15444,SRX084520,hg19,pc3
15445,SRX084521,hg19,pc3
15446,SRX084522,hg19,pc3
15453,SRX084583,hg19,jurkat
15454,SRX084584,hg19,jurkat
15481,SRX087842,hg19,rt112
15482,SRX087843,hg19,rt112
15483,SRX087844,hg19,ej
15484,SRX087845,hg19,ej
15485,SRX087846,hg19,nhu
15486,SRX087847,hg19,nhu
15587,SRX088971,hg19,dld1
15588,SRX088972,hg19,dld1
15589,SRX088973,hg19,dld1
15590,SRX088974,hg19,mcf7
15591,SRX088975,hg19,mcf7
15709,SRX091824,hg19,ab32
15710,SRX091825,hg19,ab32
15711,SRX091826,hg19,ab32
15712,SRX091827,hg19,ab32
15746,SRX092450,hg19,ib4
15747,SRX092451,hg19,ib4
15748,SRX092452,hg19,ib4
15749,SRX092453,hg19,ib4
15750,SRX092454,hg19,ib4
15751,SRX092455,hg19,ib4
15781,SRX093319,hg19,imr90
15782,SRX093320,hg19,imr90
15783,SRX093408,hg19,t47d
15784,SRX093409,hg19,t47d
15824,SRX095407,hg19,ly2
15825,SRX095408,hg19,ly2
15826,SRX095409,hg19,ly2
15830,SRX096343,hg19,ls180 cells
15831,SRX096344,hg19,ls180 cells
15832,SRX096345,hg19,ls180 cells
15833,SRX096346,hg19,ls180 cells
15834,SRX096347,hg19,ls180 cells
15835,SRX096348,hg19,ls180 cells
15836,SRX096349,hg19,ls180 cells
15837,SRX096350,hg19,ls180 cells
15838,SRX096351,hg19,ls180 cells
15839,SRX096352,hg19,ls180 cells
15840,SRX096353,hg19,ls180 cells
15841,SRX096354,hg19,ls180 cells
15842,SRX096355,hg19,ls180 cells
15843,SRX096356,hg19,ews502
15844,SRX096357,hg19,ews502
15845,SRX096358,hg19,ews502
15846,SRX096359,hg19,ews502
15847,SRX096360,hg19,huvec
15848,SRX096361,hg19,huvec
15849,SRX096362,hg19,huvec
15850,SRX096363,hg19,huvec
15851,SRX096364,hg19,ews502
15852,SRX096365,hg19,ews502
